Account / 账号,Nickname / 昵称,Screenshot Name / 截图名称,Rank in Account / 账号内排序,Drama ID / 短剧ID,English Title / 英文剧名,Chinese Title / 中文剧名,Publish Time / 发布时间,Episodes / 集数,Views / 观看数,Duration Seconds / 总时长(秒),Duration Minutes / 总时长(分钟),Limited Free / 是否限免,English Themes / 英文题材,Chinese Themes / 中文题材,English Description Preview / 英文简介预览,Chinese Description / 中文简介,Description Truncated / 简介是否截断,Drama Link / 短剧链接,Source Profile URL / 来源主页
aidramalabs_pulse0,Shape of Desire,Shape of Desire,202,ID 7593314722842448927,My blind wife,我的盲人妻子,2026-01-10 10:43:47,1,839513,27,0.5,是 / Yes,Revenge、Family Feud、dark romance,复仇、家庭恩怨、黑暗浪漫,My blind wife,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,203,ID 7592512151428830239,The Billionaire Intern's Fury,亿万富翁实习生的愤怒,2026-01-07 20:33:57,5,1181500,300,5.0,是 / Yes,Love Triangle、Workplace、Revenge,三角恋、职场、复仇,"She hid her billionaire identity as an intern—until her work was stolen, her dignity crushed, and she decided to destroy everyone who crossed her.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,204,ID 7585408013088068638,"The Hater, The Lover",恨者，爱者,2025-12-19 21:43:34,10,11922311,706,11.8,是 / Yes,Family Feud、Love After Divorce,家庭恩怨、离婚后的爱情,"The Hater, The Lover",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,205,ID 7589897646270075934,Billionaire Waitress,亿万富翁女服务员,2026-01-01 18:57:44,5,23487605,362,6.0,是 / Yes,Family Feud、Superior and Inferior、Revenge,家庭恩怨、强弱逆袭、复仇,A humiliated waitress inherits a fortune and seeks revenge on those who wronged her.,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,206,ID 7612870289445245983,My Mafia Devil Husband: King’s Forced Bride,我的黑手党恶魔丈夫：国王的强迫新娘,2026-03-05 09:32:53,55,129101825,3399,56.6,是 / Yes,Family Feud、Revenge,家庭恩怨、复仇,"My Mafia Devil Husband, charming and strong",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,207,ID 7582909011100472351,Billionaire's Substitute Lover,亿万富翁的替身情人,2025-12-14 20:36:18,5,13312163,334,5.6,是 / Yes,Revenge、Family Feud,复仇、家庭恩怨,"Janitor humiliated, rescued by the new CEO, transforms into his fiancée, and is plunged into a deadly revenge plot.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,208,ID 7574783223549580318,Housewife's Boob Job,家庭主妇的布布工作,2025-11-23 22:20:28,6,2781731,472,7.9,是 / Yes,Revenge、Family Feud,复仇、家庭恩怨,Husband wants bigger boobs... 😱💔,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,209,ID 7574306493973943327,The Queen's Revenge Game,女王的复仇游戏,2025-11-19 19:21:09,5,46252020,377,6.3,是 / Yes,Family Feud、Contract Lovers、Revenge,家庭恩怨、合约爱好者、复仇,"A contract marriage, a fake death, and the most shocking wedding crash in history.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,210,ID 7605847568010236958,My Professor's Obsession,我的教授的痴迷,2026-02-16 10:18:22,30,5106543,1981,33.0,是 / Yes,Superior and Inferior、Romantic Complications,强弱逆袭、浪漫并发症,"My Professor's Obsession, She is his only exception",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,211,ID 7551821937102738446,The CEO's Secret Wife,总裁的秘密妻子,2025-09-20 00:42:38,35,79731167,3312,55.2,是 / Yes,Family Feud、Love After Divorce,家庭恩怨、离婚后的爱情,Can a fake marriage spark a real second chance?,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,212,ID 7568818486622049310,Queen of Time's Revenge,时间女王的复仇,2025-11-04 23:08:16,4,46065626,324,5.4,是 / Yes,Revenge、Fantasy、Redemption,复仇、奇幻、赎回,"A billionaire heiress takes revenge on her cheating fiancé at the altar, only to be trapped in 3000 time loops—she has 48 hours to save her angel husband who died for her, or lose him forever",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,213,ID 7606155775295149087,Forbidden Lovers,禁忌恋人,2026-02-20 09:33:53,29,66277289,1602,26.7,是 / Yes,Family Feud、Love After Divorce、Love After Marriage,家庭恩怨、离婚后的爱情、婚后的爱情,Forced into a marriage with fated lovers,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,214,ID 7595876998397072414,The Nerd's Forbidden Romance,书呆子的禁忌浪漫,2026-01-17 01:17:56,1,641812,106,1.8,是 / Yes,Romantic Complications、Superior and Inferior,浪漫并发症、强弱逆袭,The Nerd's Forbidden Romance,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,215,ID 7581404359867536415,The Trillionaire Janitor: Trash to Tycoon,亿万富翁清洁工：垃圾到大亨,2025-12-08 18:31:19,8,18149514,600,10.0,是 / Yes,Family Feud、Revenge、Redemption,家庭恩怨、复仇、赎回,Billionaire disguises as janitor for brutal revenge……,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,216,ID 7581727994071536670,"My CEO, My Property",我的首席执行官，我的财产,2025-12-09 19:16:59,5,1579565,333,5.5,是 / Yes,Revenge、Fantasy,复仇、奇幻,The mighty CEO is my pet.,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,217,ID 7591789926815978526,Fell for my mafia professor,爱上了我的黑手党教授,2026-01-06 20:33:34,10,68117422,770,12.8,是 / Yes,Family Feud、Superior and Inferior、Revenge,家庭恩怨、强弱逆袭、复仇,"A criminal professor, an innocent student, and a fatal debt.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,218,ID 7614087561056916510,"I Forgot He Cheated, But He Didn't",我忘记了他作弊，但他没有,2026-03-10 10:11:08,81,122763316,5025,83.8,是 / Yes,Love Life of Ordinary People、Childhood Sweethearts、City,普通人的爱情生活、青梅竹马、城市,"I Forgot He Cheated, But He Didn't",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,219,ID 7572165299261281310,Collateral love,附带的爱,2025-11-14 02:55:24,5,7765853,283,4.7,是 / Yes,Contract Lovers、Revenge、Family Feud,合约爱好者、复仇、家庭恩怨,"Betrayed by her husband and maid, she fights back.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,220,ID 7600359684226290718,CHIMERA,奇美拉,2026-01-29 13:55:07,5,5461433,370,6.2,是 / Yes,Fantasy、dark romance、Revenge,奇幻、黑暗浪漫、复仇,"After a brutal betrayal, a programmer creates the perfect AI lover—only to learn that perfect love can be the cruelest prison.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,221,ID 7550301718165099533,Defective Heart,有缺陷的心脏,2025-09-15 22:09:34,1,7879025,81,1.4,是 / Yes,Romantic Complications、Fantasy、Master-Servant Love,浪漫并发症、奇幻、主仆之爱,Defective Heart：He made his master's sexy robot cry.,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,222,ID 7575034243718386719,Fated to My Mafia Priest,命中注定我的黑手党牧师,2025-11-21 23:07:41,10,10848333,818,13.6,是 / Yes,dark romance、Family & Ethics、Family Feud,黑暗浪漫、家庭与道德、家庭恩怨,"Is his love my salvation, or my danger?",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,223,ID 7611223747349025822,Ballerina Fear,芭蕾舞演员的恐惧,2026-02-27 20:18:55,30,9766033,1825,30.4,是 / Yes,Mystery、City,神秘、城市,"BALLERINA FEAR, where there is light in the heart, there is no fear of darkness",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,224,ID 7563979664163705887,Bound to the Billionaire,与亿万富翁绑定,2025-10-22 23:48:13,5,62913793,413,6.9,是 / Yes,Revenge、Family Feud、dark romance,复仇、家庭恩怨、黑暗浪漫,"A waitress forced into a contract marriage with a billionaire discovers their families share a dark, twisted history of revenge, kidnapping, and forbidden love.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,225,ID 7576938571173499935,The Show,演出,2025-11-26 20:55:12,5,16012020,341,5.7,是 / Yes,Political Intrigue、Love Triangle、Fantasy,政治阴谋、三角恋、奇幻,A reality show about life and death.,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,226,ID 7577441069646763038,The Fallen lady Returns,堕落的女士归来,2025-11-28 18:27:23,5,851349,289,4.8,是 / Yes,Revenge、Workplace,复仇、职场,"Betrayed by her husband and left for dead, designer Nora is Reborn a year in the past, vowing to uncover the entire truth.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,227,ID 7604526773237306398,Credits to Love,爱的积分,2026-02-12 20:03:50,20,7504744,1667,27.8,是 / Yes,Love Triangle、Celebrity、Revenge,三角恋、名人、复仇,No one can steal her talent and credits to love.,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,228,ID 7566958494407136287,My Dangerous Mind Reader,我危险的读心术,2025-10-31 00:03:14,5,50837195,289,4.8,是 / Yes,Enemies to Lovers、Fantasy、Betrayal,从敌人到恋人、奇幻、背叛,"In a world where minds can be read, the only unpredictable things are love—and the monster sleeping within her.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,229,ID 7572137602690864158,Agreement boyfriend 72hours,协议男友72小时,2025-11-15 19:58:39,5,819886,345,5.8,是 / Yes,Contract Lovers、Revenge、Celebrity,合约爱好者、复仇、名人,Fake relationship turned real. Deadly game unveiled.,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
shortdramatime,ShortDramaTime,ShortDramaTime,1,ID 7650781640062735381,Doting Boss and His Sweet Bride,溺爱的老板和他甜蜜的新娘,2026-06-26 12:30:01,58,8547865,4276,71.3,是 / Yes,Family Feud、Love After Marriage、Married Life,家庭恩怨、婚后的爱情、婚姻生活,"Betrayed by her fiancé, she enters a whirlwind marriage with a mysterious stranger. Thinking he is unemployed, she vows to support him, unaware he is actually a powerful billionaire hiding his identity. When her enemies plot against her, he reveals his true power to save her. Will their love survive the truth behind his hidden empire?",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,2,ID 7655317281664439304,Mistaken Flash Marriage,错误的闪婚,2026-06-26 08:00:00,65,826453,6532,108.9,是 / Yes,Love After Marriage、Family Feud、Married Life,婚后的爱情、家庭恩怨、婚姻生活,"Flash-married to a stranger whose face she never saw, Celeste unknowingly becomes her secret billionaire husband’s assistant, igniting a fiery office romance. After surviving endless framing and drama, they meet at the registry office to finalize their divorce—only to discover they’ve been madly in love with each other all along.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,3,ID 7655317390569509896,So You Love Me,所以你爱我,2026-06-26 08:00:00,87,456170,5703,95.0,是 / Yes,Romantic Complications、Reconciliation、Family Feud,浪漫并发症、和解、家庭恩怨,"A wealthy girl once helped a poor young man, who kept the kindness in mind for a decade. Years later, their fates reversed. They crossed paths again but failed to recognize each other. When the truth came out and he tried to make amends, an accident tore them apart once more.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,4,ID 7652245326075106324,My Scumbag Dad Hooked Up with My Ex — in a Dress,我的人渣爸爸和我的前男友勾搭上了——穿着裙子,2026-06-28 12:30:01,40,354472,2293,38.2,是 / Yes,Betrayal、City、Lost Child,背叛、城市、丢失的孩子,"Reborn on the day of her murder, Summer outsmarts her greedy father Howard and vengeful ex Derek—exposing their schemes, dismantling an underground gambling ring, and freeing her mother—until three years later, she walks away from a broken Derek without mercy, finally leaving the past behind.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,5,ID 7652240168929416210,Stealthy Coaxing,隐秘的哄骗,2026-06-30 17:00:02,61,371021,6481,108.0,是 / Yes,Family Feud、Love After Marriage、Married Life,家庭恩怨、婚后的爱情、婚姻生活,"To escape an arranged marriage, she impulsively marries a man she kisses, only to find he is the city's richest man. Bullied by family and villains during pregnancy, and targeted by colleagues at his company, she overcomes crises with her grit and his protection, growing closer.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,6,ID 7656612737032180757,His Misjudged Pregnant Bride.,他误判了怀孕的新娘。,2026-06-29 08:50:00,41,1221765,3340,55.7,是 / Yes,Family Feud、Redemption、Love After Divorce,家庭恩怨、赎回、离婚后的爱情,"An unexpected pregnancy led to misunderstandings. After the truth came to light, the wealthy heir fell for her and wholeheartedly protected her and the unborn twins. Plagued by schemes and family troubles, the young woman left in despair. Bound together through life-or-death moments, all rifts were mended. They finally stayed together, finding redemption and true love in each other.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,7,ID 7652240169814348818,"When the daughter returned, her ex-husband couldn't climb high",女儿回来，前夫爬不高,2026-06-28 14:30:00,73,8468538,7557,126.0,是 / Yes,Family Feud、Reconciliation、Love After Divorce,家庭恩怨、和解、离婚后的爱情,"Elias Grayson and Charlotte Miller were separated in childhood and exchanged keepsakes with each other. After growing up, they got married but failed to recognize one another. Manipulated by others, Elias Grayson treated Charlotte Miller cruelly. When Charlotte Miller fell into utter despair, she discovered her true identity as Iris Sylvester, the heiress of a prestigious clan, and began to fight back fiercely. It was then that Elias Grayson realized Charlotte Miller was his long-cherished white moonlight. He spared no effort to atone for his mistakes and win her back, and finally regained his",,是 / Yes,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,8,ID 7655332650143683592,"My Husband, theAmnesiac Wolf",我的丈夫失忆狼,2026-06-26 08:00:02,68,28515473,6137,102.3,是 / Yes,Family Feud、Reconciliation、Married Life,家庭恩怨、和解、婚姻生活,"Trapped in a loveless marriage for three years, she was treated as a prisoner by her cruel husband. After a car accident, he loses his memory and develops the primal instincts of a loyal wolf, obeying her every command. She seizes the chance for revenge, only to uncover his tragic secrets. Can their broken hearts find healing together?",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,9,ID 7652698874427462674,Drowning in the deep,溺水于深渊,2026-06-30 16:30:00,86,777844,6921,115.3,是 / Yes,Revenge、Family Feud、Reconciliation,复仇、家庭恩怨、和解,"To exact revenge, Damien Sterling pretends to pursue Sienna Hale, who gives him her whole heart for five years — only to discover at a party that she has been nothing but a pawn in his scheme. Heartbroken, she plans to leave for London, while Damien, to dodge family pressure, falsely gets engaged to his childhood friend Sutton Reeves. By the time he realizes his true feelings and desperately tries to win her back, Sienna has already grown close to Adrian Whitmore, forcing Damien to finally understand the meaning of love and step out of the abyss that once consumed him.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,10,ID 7655317323544417287,The Lucky Sweet Wife in a Secret Marriage,秘密婚姻中幸运的甜蜜妻子,2026-06-26 08:00:02,65,853151,7645,127.4,是 / Yes,Love After Marriage、Family Feud、Married Life,婚后的爱情、家庭恩怨、婚姻生活,"A young woman has a whirlwind marriage to a wealthy heir. While interning at his family’s firm, she faces bullying and framing from a jealous rival. Gradually winning over her new stepchild with kindness and talent, she clears up misunderstandings with her husband and uncovers a shocking family secret, leading to a happy ending.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,11,ID 7655317275175605266,The Playboy's Daily Confession,花花公子的每日自白,2026-06-26 08:00:01,76,398312,9609,160.2,是 / Yes,Married Life、Family Feud、Contract Lovers,婚姻生活、家庭恩怨、合约爱好者,"After a betrayal and a car crash, Evelyn Walker is transformed into a powerhouse corporate VP by a wealthy matriarch, only to catch the eye of the family’s notorious playboy heir. Pushed into marriage by his matchmaking grandmother, the unlikely duo embarks on a wildly chaotic and spark-flying life together.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,12,ID 7650781630864725013,Fragments of Memory,记忆碎片,2026-06-27 10:30:00,50,834444,4383,73.0,是 / Yes,Mystery、Family Feud、dark romance,神秘、家庭恩怨、黑暗浪漫,"After losing her memory, she finds her ""husband"" is a total stranger hiding dark secrets. Suspicious drugs and altered photos prove her life is a carefully crafted lie. With everyone around her deceiving her, she must piece together fragments of the past. Is the man beside her a protector, or a monster who stole her life? Will she find her way back to her true love?",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,13,ID 7655317564390151176,Don't Exit the Car Without Opening Window,不打开窗户就不要下车,2026-06-26 08:00:01,59,457502,5231,87.2,是 / Yes,Family & Ethics、City、Lost Child,家庭与道德、城市、丢失的孩子,"This realistic tragic short drama depicts family betrayal and kinship redemption, while warning of the danger of locking people in overheated cars. It follows Lynn, her parents and the third party Sophie.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,14,ID 7652698875539264519,Reborn from the Cell Reclaiming My Crown,从细胞中重生夺回我的王冠,2026-06-30 17:30:01,60,772404,7518,125.3,是 / Yes,Family Feud、Real/Fake Heir/Heiress、Mistaken Identities,家庭恩怨、真/假继承人/女继承人、错误的身份,"Seraphina Miller, the true heiress of the wealthy Sterling family, is framed for a murder committed by the fake heiress and forced by her own biological parents to serve three years in prison. Upon her release, she vows revenge and crashes the fake heiress's extravagant birthday party to reclaim her identity.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,15,ID 7655317438027830280,"The True Heiress Is Done Pretending, and Her Family Regrets It to the Core",真正的女继承人已经不再装了，她的家人后悔极了,2026-06-26 08:00:00,83,2398642,8680,144.7,是 / Yes,Childhood Sweethearts、Real/Fake Heir/Heiress、Family Feud,青梅竹马、真/假继承人/女继承人、家庭恩怨,"A policewoman reincarnates as the wronged real daughter, avenges herself, uncovers her past death’s truth, and is fiercely pursued by her childhood lover.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,16,ID 7655317295501382664,Falling for the Tutor,爱上导师,2026-06-26 08:00:00,99,1886732,11186,186.4,是 / Yes,Enemies to Lovers、Romantic Complications、Family Feud,从敌人到恋人、浪漫并发症、家庭恩怨,"To gain a foothold in Alexander Sterling, Claire Bennett applies for a tutor position with the family. Using her wit, intelligence and courage, she wins over Leo Sterling, who is resistant to having a tutor. She and Alexander Sterling start off at loggerheads, yet gradually develop romantic feelings for each other.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,17,ID 7655317517828920338,"Attorney Quinn, Vivi Likes You",奎因律师，薇薇喜欢你,2026-06-26 08:00:02,65,446004,6400,106.7,是 / Yes,City、Childhood Sweethearts、Courtroom Drama,城市、青梅竹马、法庭剧,"Forced by her corrupt agency to entertain powerful investors, a stunning, self-made top actress risks everything to escape the dark side of showbiz. Threatened and cornered, she reunites with her childhood crush—now a powerhouse lawyer who steps into the spotlight to shield her and destroy her oppressors.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,18,ID 7652698882383680520,The Billion Dollar Bride,十亿美元的新娘,2026-06-29 16:30:01,68,802046,6608,110.1,是 / Yes,Family Feud、Real/Fake Heir/Heiress、Mistaken Identities,家庭恩怨、真/假继承人/女继承人、错误的身份,"She lived as a nobody, married to a billionaire who knew her secret all along. When the most powerful family in the nation comes to claim their lost princess, the woman who stole her identity will lose everything.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,19,ID 7655875693510906901,He Shines Like The Galaxy,他像银河一样闪耀,2026-06-27 09:09:11,61,903990,7970,132.8,是 / Yes,Family Feud、Married Life、Love After Marriage,家庭恩怨、婚姻生活、婚后的爱情,"On their marriage registration day, the heroine waited nine times for her fiancé, who was busy proposing to his first love. She broke up with him, married a wealthy man on impulse, and later found she was his long-lost beloved.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,20,ID 7655317506655884296,Provoking Rose,挑衅玫瑰,2026-06-26 08:00:01,65,775570,7011,116.8,是 / Yes,Family Feud、Romantic Complications、Reconciliation,家庭恩怨、浪漫并发症、和解,"After 18 years of being treated as a fake heiress, Rose is unceremoniously dumped in a 'poor slum' when the real daughter returns. But the ultimate plot twist? That slum is actually the country’s most exclusive billionaire enclave! Overnight, she goes from a discarded elite fake to the true princess of the ultimate billionaire family. With her doting biological parents spoiling her rotten, her only problem is her arrogant ex-fiancé—who dumped her, only to come crawling back and obsessively chase her down.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,21,ID 7655327525618373650,The Fire Between Us,我们之间的火焰,2026-06-26 08:00:01,66,2563715,7267,121.1,是 / Yes,Married Life、Family Feud、Contract Lovers,婚姻生活、家庭恩怨、合约爱好者,"What started as a cold marriage of convenience slowly turns into something real — until Scarlett Fontaine discovers she's pregnant and Dominic Westbrook's first love returns, bringing the truth about a three-year-old fire that could either destroy them or finally set them free.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,22,ID 7655332647727633416,Sweet Wife Steals My Heart,甜蜜的妻子偷走了我的心,2026-06-26 08:00:00,81,864758,6916,115.3,是 / Yes,Contract Lovers、Family Feud、Married Life,合约爱好者、家庭恩怨、婚姻生活,"Agent Shian accidentally acquires the power of invisibility while stealing Eason’s ancestral sapphire. To get the lost sapphire back, she agrees to harsh terms and becomes Eason’s contract wife. On the night of their wedding ceremony, she uses her invisibility to sneak in and steal the gem. The invisibility power nearly leaves her completely naked in front of all the guests, but Eason saves her just in time. The close call almost gives away her identity as a secret agent.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,23,ID 7655317304087122962,Destined Contractual Love,命中注定的契约爱情,2026-06-26 08:00:01,80,866436,6644,110.7,是 / Yes,Family Feud、Contract Lovers、Married Life,家庭恩怨、合约爱好者、婚姻生活,"Macy Drew enters a flash marriage with Fortino Sterling, who hides his true identity. The tyrannical boss she constantly complains about turns out to be her own husband. They weather numerous crises—interference from his ex-girlfriend, scheming family members, stolen design drafts, and even a kidnapping incident—growing deeply attached to each other through every trial. Fortino tears up their marriage contract and proposes to her, turning their contractual union into genuine love, and the two live happily ever after.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,24,ID 7652240174818513938,The Inner Voice of the Cannon Fodder,炮灰的内心声音,2026-06-28 12:30:01,87,901043,7091,118.2,是 / Yes,Married Life、Love Triangle、Family Feud,婚姻生活、三角恋、家庭恩怨,"Modern-day girl Stella is transported into a novel as a foolish, disposable side character who kills herself for love.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,25,ID 7655332629453427720,The One I Love Hurts Me The Most,我爱的人伤我最深,2026-06-26 08:00:02,66,821390,6340,105.7,是 / Yes,City、Betrayal,城市、背叛,"Elowen has developed a Quantum AI that will usher in a new era, but she was robbed of her achievements by Shirley, the general Manager of the research and development department of the Quantum Company, on the day of the press conference.Elowen was expelled from the venue without a defense, and on the way home, she was framed by Shirley and her fiancé Hayden, causing a sudden change in her life. Elowen was reborn and returned to the day before the Quantum AI conference. With the hatred of her previous life, she was determined to make the traitors pay a heavy price.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,26,ID 7655317399390032914,Three Years After the Breakup,分手三年后,2026-06-26 08:00:00,43,663336,4328,72.1,是 / Yes,Revenge、Family Feud、Reconciliation,复仇、家庭恩怨、和解,"To save his girlfriend’s bankrupt family, he sacrificed his empire and hid his terminal illness, breaking her heart to spare her the pain. Three years later, she ruthlessly torments her ""heartless"" ex out of spite, only to face devastating regret when his ultimate sacrifice is finally exposed.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,27,ID 7655317280628413448,Killed by My Son s New Wife Now I m Back,被我儿子的新婚妻子杀死，现在我回来了,2026-06-26 08:00:00,80,883761,6338,105.6,是 / Yes,Lost Child、Family & Ethics、Family Feud,丢失的孩子、家庭与道德、家庭恩怨,"A wealthy patriarch is murdered by his son's mistress and dies knowing he wronged his virtuous daughter-in-law. Reborn three years earlier, he stands by her side. He exposes the mistress's fake pregnancy, stops his son's cruelty, and gives the family fortune to the woman who truly belongs. As conspiracies unravel, the truth shatters his son's delusions. Though some wounds never heal, the patriarch redeems his legacy and protects the family line he almost destroyed.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,28,ID 7655317261376492552,I Announced Our Divorce at My Husband’s Birthday Banquet,我在丈夫的生日宴会上宣布离婚,2026-06-26 08:00:00,70,325304,7261,121.0,是 / Yes,Revenge、Family Feud,复仇、家庭恩怨,"After discovering her husband's 25-year secret affair and being called a ""glorified maid"" by her own son, a devoted housewife unleashes the ultimate revenge. At his lavish 60th birthday gala, she publicly exposes the cheaters, strips her ex-husband of his entire fortune, and leaves him bedridden and abandoned while she happily travels the world.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,29,ID 7655332621773181959,"Oops, I Caught Feelings",哎呀，我感受到了感情,2026-06-26 08:00:00,75,3541881,7677,128.0,是 / Yes,Married Life、Family Feud、Contract Lovers,婚姻生活、家庭恩怨、合约爱好者,"After dumping her cheating fiancé, Chloe Quinn gains a wealthy contract husband. She plays along with his chaotic wealthy antics, only to end up winning his sincere love unexpectedly.",,否 / No,,https://www.tiktok.com/@shortdramatime
shortdramatime,ShortDramaTime,ShortDramaTime,30,ID 7655317486619120647,The Billionaire CEO Dotes on His Stand-In Wife,亿万富翁首席执行官宠爱他的替身妻子,2026-06-26 08:00:01,101,1663040,8281,138.0,是 / Yes,Family Feud、Married Life、Mistaken Identities,家庭恩怨、婚姻生活、错误的身份,"：A country girl with scars substitutes for her sister, marrying the most powerful man. By day, she’s a humble maid; by night, she removes her scars, revealing a stunning face, acting as the billionaire’s stand-in wife. When the secret leaks, socialites wait for her downfall—but instead, she lives a overpowered life: perfumery, medicine, dazzling everyone. The CEO becomes a wife-slave, cherishing her: ""Mine—don’t touch!""",,否 / No,,https://www.tiktok.com/@shortdramatime
