Account / 账号,Nickname / 昵称,Screenshot Name / 截图名称,Rank in Account / 账号内排序,Drama ID / 短剧ID,English Title / 英文剧名,Chinese Title / 中文剧名,Publish Time / 发布时间,Episodes / 集数,Views / 观看数,Duration Seconds / 总时长(秒),Duration Minutes / 总时长(分钟),Limited Free / 是否限免,English Themes / 英文题材,Chinese Themes / 中文题材,English Description Preview / 英文简介预览,Chinese Description / 中文简介,Description Truncated / 简介是否截断,Drama Link / 短剧链接,Source Profile URL / 来源主页
aidramalabs_pulse0,Shape of Desire,Shape of Desire,114,ID 7652240478259368968,Eles Não Sabiam Que Eu Era Bilionária,,2026-06-17 14:09:21,59,21188571,6652,110.9,是 / Yes,Family & Ethics、Mistaken Identities、Family Feud,家庭与道德、错误的身份、家庭恩怨,Eles Não Sabiam Que Eu Era Bilionária,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,115,ID 7650101342576808967,They Said I Flirted With a Superstar,他们说我和一个超级巨星调情,2026-06-12 09:14:16,45,561639,3501,58.4,是 / Yes,Lost Child、Celebrity、Family & Ethics,丢失的孩子、名人、家庭与道德,They Said I Flirted With a Superstar,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,116,ID 7653461830115300370,"After Loving Him for Six Years, I Married Someone Else",爱他六年后，我嫁给了别人,2026-06-20 21:05:07,40,373820,3441,57.4,是 / Yes,Contract Lovers、Revenge、City,合约爱好者、复仇、城市,"After Loving Him for Six Years, I Married Someone Else",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,117,ID 7650101426714498055,"After He Cheated, I Took Everything",他出轨后我拿走了一切,2026-06-12 16:29:14,45,186351981,3948,65.8,是 / Yes,Revenge、Family Feud,复仇、家庭恩怨,"After He Cheated, I Took Everything",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,118,ID 7647767659215459344,The Tycoon's Captive Angel,大亨的俘虏天使,2026-06-08 12:58:53,37,92285245,2762,46.0,是 / Yes,Romantic Complications、City、Contract Lovers,浪漫并发症、城市、合约爱好者,The Tycoon's Captive Angel,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,119,ID 7652034046138012679,My Husband Lost His Memory and Fell for Me Again,我的丈夫失去了记忆，又爱上了我,2026-06-17 06:30:32,30,882504,1699,28.3,是 / Yes,Romantic Complications、Family Feud、Reconciliation,浪漫并发症、家庭恩怨、和解,My Husband Lost His Memory and Fell for Me Again,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,120,ID 7650348693882901511,Mom's Furry Fortune,妈妈的毛茸茸的财富,2026-06-12 11:41:54,32,12771129,1764,29.4,是 / Yes,Lost Child、Family & Ethics、Family Feud,丢失的孩子、家庭与道德、家庭恩怨,Mom's Furry Fortune,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,121,ID 7647854025270285332,The Maid’s Daughter Stole My Mansion,女仆的女儿偷了我的豪宅,2026-06-08 16:19:10,50,197836643,4137,69.0,是 / Yes,Family Feud、Sismance、Revenge,家庭恩怨、西斯芒斯、复仇,The Maid’s Daughter Stole My Mansion,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,122,ID 7650348793766073351,A Golden Cage,金色的笼子,2026-06-12 11:45:00,29,24466174,2415,40.2,是 / Yes,Family Feud、dark romance、Romantic Complications,家庭恩怨、黑暗浪漫、浪漫并发症,A Golden Cage,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,123,ID 7653029301683622920,Bride of the Dead,死者的新娘,2026-06-19 17:05:40,33,876254,2700,45.0,是 / Yes,Family Disputes、Family Feud,家庭纠纷、家庭恩怨,Bride of the Dead,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,124,ID 7650348139148399634,My Roommate Is A Male Model,我的室友是男模特,2026-06-12 11:46:03,28,69844505,2074,34.6,是 / Yes,City、Family & Ethics、Love Triangle,城市、家庭与道德、三角恋,She moved in to save rent. He opened the door in a towel. Now Manhattan's coldest law intern is losing every single moral argument—one bathroom at a time.,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,125,ID 7650347970679821320,Fatal Stolen Love,致命的被盗的爱情,2026-06-12 11:40:52,30,895136,1710,28.5,是 / Yes,Married Life、Family Feud、Mistaken Identities,婚姻生活、家庭恩怨、错误的身份,Fatal Stolen Love,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,126,ID 7650348122702500871,The Goddess Who Fell For A Mortal,爱上凡人的女神,2026-06-12 11:52:12,29,4141671,2608,43.5,是 / Yes,Romantic Complications、Cultivation、Flipped,浪漫并发症、栽培、翻转,"A moon goddess sneaks down to earth for one mortal's song, only to learn Olympus sent her to destroy the city he lives in.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,127,ID 7650348858245043208,Seven Nights In His Villa,别墅七夜,2026-06-12 11:43:23,29,6656990,1952,32.5,是 / Yes,Flipped、Romantic Complications、Family Feud,翻转、浪漫并发症、家庭恩怨,"She was sent to his villa as a masseuse. He knew she wasn't. For seven nights, they played a game where every touch was a lie and every silence was a confession.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,128,ID 7650349719411250184,The Billionaire Mother-in-Law,亿万富翁婆婆,2026-06-12 11:48:22,34,66410321,2648,44.1,是 / Yes,Lost Child、Family Feud、Revenge,丢失的孩子、家庭恩怨、复仇,The Billionaire Mother-in-Law,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,129,ID 7650349531007276040,Handcuffed Hearts,戴上手铐的心,2026-06-12 11:49:11,32,911294,2503,41.7,是 / Yes,Revenge、Family Feud,复仇、家庭恩怨,Handcuffed Hearts,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,130,ID 7652178501952738311,Seducing My Ex's Celibate Uncle,引诱我前任的独身叔叔,2026-06-17 10:02:39,50,7450998,3805,63.4,是 / Yes,Age Gap/Older Boyfriend、Revenge、Family Feud,年龄差距/年长的男朋友、复仇、家庭恩怨,Seducing My Ex's Celibate Uncle,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,131,ID 7650348557207163922,The Freeloading Human Exhibit,不劳而获的人类展览,2026-06-12 11:44:58,60,770282,4252,70.9,是 / Yes,Adventure、Fantasy、Superior and Inferior,冒险、奇幻、强弱逆袭,The Freeloading Human Exhibit,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,132,ID 7652132068822127634,My Husband's Mistress's Son is Obsessed with Me,老公情妇的儿子对我着迷,2026-06-17 07:03:17,50,3629590,4165,69.4,是 / Yes,Revenge、Family Feud、Love Triangle,复仇、家庭恩怨、三角恋,My Husband's Mistress's Son is Obsessed with Me,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,133,ID 7647854338677183509,Escape the Ex: 72-Hour Love Lockdown,逃离前任：72小时爱情封锁,2026-06-07 17:15:42,32,3593646,2262,37.7,是 / Yes,City、Revenge,城市、复仇,Escape the Ex: 72-Hour Love Lockdown,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,134,ID 7650348987253543944,Married to the Man Who Bought Me,嫁给买下我的男人,2026-06-12 11:46:44,40,53769856,2731,45.5,是 / Yes,Family & Ethics、Family Feud、Contract Lovers,家庭与道德、家庭恩怨、合约爱好者,Married to the Man Who Bought Me,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,135,ID 7647862241810928661,Ten Days To Betray Him,背叛他的十天,2026-06-07 18:46:48,30,804937,1873,31.2,是 / Yes,Mistaken Identities、Family Disputes、Family Feud,错误的身份、家庭纠纷、家庭恩怨,Ten Days To Betray Him,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,136,ID 7647854400648270869,When Stars Align,当星星对齐时,2026-06-07 17:25:42,31,5588559,2255,37.6,是 / Yes,Lost Child、Family & Ethics,丢失的孩子、家庭与道德,When Stars Align,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,137,ID 7651482746317116434,The Dragon's Forbidden Fox,龙之禁狐,2026-06-15 13:05:03,45,833145,2884,48.1,是 / Yes,Enemies to Lovers、Political Intrigue、Fantasy,从敌人到恋人、政治阴谋、奇幻,The Dragon's Forbidden Fox,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,138,ID 7652193937855468551,Seducing My Ex's Celibate Uncle,引诱我前任的独身叔叔,2026-06-17 11:03:38,49,26154478,3805,63.4,是 / Yes,Revenge、Contract Lovers、Family Feud,复仇、合约爱好者、家庭恩怨,Seducing My Ex's Celibate Uncle,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,139,ID 7652951952430486535,Lucky & Unlucky Swap,幸运与不幸互换,2026-06-19 12:04:50,35,1549991,2320,38.7,是 / Yes,Sismance、Mystery、Fantasy,西斯芒斯、神秘、奇幻,Lucky & Unlucky Swap,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,140,ID 7653425608131007495,He Turns Into A Cat At Midnight,他在午夜变成了一只猫,2026-06-20 19:04:32,30,813002,2287,38.1,是 / Yes,Fantasy、Romantic Complications、Contract Lovers,奇幻、浪漫并发症、合约爱好者,"She kissed a stray black cat on a rainy night, and at midnight he stood in her living room, shirtless, whispering that every kiss she gave him bought one more hour of being human before the curse pulled him back.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,141,ID 7653029376338056199,Serpent King's Secret Heir,蛇王的秘密继承人,2026-06-19 17:05:19,58,6403745,3676,61.3,是 / Yes,Adventure、Fantasy、Mistaken Identities,冒险、奇幻、错误的身份,Serpent King's Secret Heir,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,142,ID 7652843390912369671,My Husband Claimed I Was Barren,我丈夫声称我不能生育,2026-06-19 05:04:16,30,400108,1695,28.2,是 / Yes,Mother- & Daughter-in-Law、Family & Ethics、Family Feud,婆婆和儿媳妇、家庭与道德、家庭恩怨,My Husband Claimed I Was Barren,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,143,ID 7649218906024088583,Forbidden Frequency,禁止频率,2026-06-11 00:00:30,45,9195443,2927,48.8,是 / Yes,City、Flipped、Romantic Complications,城市、翻转、浪漫并发症,Forbidden Frequency,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,144,ID 7653384729915741191,The Diva’s Perfect Partner,女主角的完美搭档,2026-06-20 16:04:03,30,430536,2206,36.8,是 / Yes,Werewolf、Mistaken Identities、Romantic Complications,狼人、错误的身份、浪漫并发症,The Diva’s Perfect Partner,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,145,ID 7650347718367433735,Chained by the Gods：The Pharaoh and the Beast,众神锁链：法老与野兽,2026-06-12 11:40:12,30,29999485,3065,51.1,是 / Yes,Emperor & Minister、Romantic Complications、Royal Palace,皇帝与大臣、浪漫并发症、皇宫,Chained by the Gods：The Pharaoh and the Beast,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,146,ID 7650346793288340487,The Sinner's Secret,罪人的秘密,2026-06-12 11:36:17,30,871002,1791,29.9,是 / Yes,Family Feud、Contract Lovers、Courtroom Drama,家庭恩怨、合约爱好者、法庭剧,The Sinner's Secret,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,147,ID 7647854249699660821,Golden Ball for Her,送给她的金球奖,2026-06-07 18:02:03,50,775468,5001,83.3,是 / Yes,City、Love Triangle、Romantic Complications,城市、三角恋、浪漫并发症,Golden Ball for Her,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,148,ID 7652951971762213906,Stitched Back from Ashes,从灰烬中缝合回来,2026-06-19 12:04:58,30,23285041,2005,33.4,是 / Yes,Revenge、City、Contract Lovers,复仇、城市、合约爱好者,Stitched Back from Ashes,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,149,ID 7652255963478856722,Under Her Skin,在她的皮肤下,2026-06-17 15:05:45,51,839316,2908,48.5,是 / Yes,Family Feud、Revenge、Mistaken Identities,家庭恩怨、复仇、错误的身份,An ordinary girl occupies a wealthy lady’s body to avenge and rise.,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,150,ID 7650348715286238215,The Roommate Agreement,室友协议,2026-06-12 11:46:31,34,26428615,2617,43.6,是 / Yes,Love Life of Ordinary People、Contract Lovers,普通人的爱情生活、合约爱好者,The Roommate Agreement,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,151,ID 7644488455623742482,How to Own a Demon,如何拥有恶魔,2026-05-28 06:25:28,31,3132219,1570,26.2,是 / Yes,Revenge、Contract Lovers、Fantasy,复仇、合约爱好者、奇幻,A girl signs a devil contract and counterattacks her vicious rivals.,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,152,ID 7643778311252005909,Hollywood Blacklisted Me So I Burned It Down,好莱坞将我列入黑名单，所以我把它烧毁了,2026-05-26 11:13:43,27,5595748,2269,37.8,是 / Yes,Revenge、Celebrity,复仇、名人,"The most canceled woman in America discovers her downfall was an inside job — now she's back with proof, and every fake smile in Hollywood is about to crack.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,153,ID 7618640143162954783,Rose Beneath the Butcher's Blade,屠夫刀下的玫瑰,2026-05-31 11:52:57,50,10125188,3321,55.4,是 / Yes,dark romance、Romantic Complications、City,黑暗浪漫、浪漫并发症、城市,"Rose Beneath the Butcher's Blade, fated lovers",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,154,ID 7645818393471505428,The Senator's Pawn,参议员的棋子,2026-06-01 08:58:00,50,19360636,2998,50.0,是 / Yes,Bromance、Spy Drama、Family Feud,兄弟情谊、谍战剧、家庭恩怨,The Senator's Pawn,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,155,ID 7645787462249436181,My Bully Is My Mate,我的恶霸是我的伴侣,2026-05-31 15:25:20,45,13783954,3862,64.4,是 / Yes,Werewolf、Enemies to Lovers、Romantic Complications,狼人、从敌人到恋人、浪漫并发症,My Bully Is My Mate,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,156,ID 7645802974698214407,A Child Among Demons,恶魔中的孩子,2026-06-01 12:34:55,31,29761447,1894,31.6,是 / Yes,Bromance、City、Romantic Complications,兄弟情谊、城市、浪漫并发症,"Demon Caspian falls for priest Lucien, building a sweet BL family.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,157,ID 7645808198599037968,The Scholarship Girl Owns the Ivy League,奖学金女孩拥有常春藤盟校,2026-06-01 11:44:23,30,4238551,1954,32.6,是 / Yes,Revenge、Family Feud、Superior and Inferior,复仇、家庭恩怨、强弱逆袭,The Scholarship Girl Owns the Ivy League,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,158,ID 7647854039715599381,Dead by Morning: My Husband's 7-Day Kill List,清晨死亡：我丈夫的 7 天杀戮名单,2026-06-07 16:47:39,20,821860,1280,21.3,是 / Yes,Mystery、Family Feud、dark romance,神秘、家庭恩怨、黑暗浪漫,"She found a kill list in her perfect husband's safe — six names crossed off, and hers is the seventh. She has seven days. The only man willing to help her is the one her husband trusts most. But the dead names on that list aren't all dead.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,159,ID 7643082168025125905,His Ex Came Back Hotter And Deadlier,他的前任回来后变得更加性感和致命,2026-06-01 11:59:37,20,1120185,1431,23.9,是 / Yes,Revenge、Love Triangle、Family Feud,复仇、三角恋、家庭恩怨,"Sloane, a wealthy heiress, loses everything after being framed by her fiancé and best friend. Three years later, she returns as Wren to seek revenge, gets involved with Kade, and finally brings down her enemies, but a new crisis emerges.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,160,ID 7645823661265409045,She Called Me a Homewrecker,她称我为家庭破坏者,2026-05-31 22:35:50,32,5762088,2366,39.4,是 / Yes,Revenge、City、Superior and Inferior,复仇、城市、强弱逆袭,She Called Me a Homewrecker,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,161,ID 7645864968100860949,Mistaken for My Sister on His Ice,被误认为是我在冰上的妹妹,2026-06-01 15:46:46,36,12306632,2421,40.4,是 / Yes,Revenge、Love Triangle、Family Feud,复仇、三角恋、家庭恩怨,Mistaken for My Sister on His Ice,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,162,ID 7643088616889537537,Deep Sea Drown: Bone Scales,深海溺水者：骨鳞,2026-05-31 09:29:47,35,14101363,2534,42.2,是 / Yes,Redemption、Fantasy、Romantic Complications,赎回、奇幻、浪漫并发症,Deep Sea Drown: Bone Scales,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,163,ID 7644334576160052225,The Midnight Cure,午夜治愈,2026-06-06 12:56:10,29,32552895,1842,30.7,是 / Yes,Superior and Inferior、Mystery、City,强弱逆袭、神秘、城市,The Midnight Cure,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,164,ID 7645865060585214996,The Valet Billionaire Trap,代客亿万富翁陷阱,2026-06-01 15:46:46,30,818772,1659,27.6,是 / Yes,Revenge、Contract Lovers、Family Feud,复仇、合约爱好者、家庭恩怨,The Valet Billionaire Trap,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,165,ID 7644349639470355476,Pregnant By Brother-in-law,姐夫怀孕了,2026-06-03 16:39:51,30,37272501,1686,28.1,是 / Yes,Family Feud、Romantic Complications、Love Triangle,家庭恩怨、浪漫并发症、三角恋,"Married for three weeks, pregnant for six. The man who fathered her child isn't her husband—it's his brother.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,166,ID 7643329133115626513,Lethal Heartbeats,致命的心跳,2026-06-01 09:29:51,41,780177,2539,42.3,是 / Yes,Survival、Revenge、Contract Lovers,生存、复仇、合约爱好者,Lethal Heartbeats,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,167,ID 7645880432214643719,The Cinder Prince,灰烬王子,2026-06-01 02:01:32,34,364194,2297,38.3,是 / Yes,Palace/Mansion Intrigue、Royal Palace、Flipped,宫殿/豪宅阴谋、皇宫、翻转,The Cinder Prince,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,168,ID 7643256988717274120,Wall Street Kiss: The Tycoon's Contract Bride,华尔街之吻：大亨的契约新娘,2026-06-01 03:40:19,30,23062670,2023,33.7,是 / Yes,Family Feud、Contract Lovers、Revenge,家庭恩怨、合约爱好者、复仇,Wall Street Kiss: The Tycoon's Contract Bride,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,169,ID 7645818470919214101,The Gilded Scar： Silent Judgment,镀金伤疤：沉默的审判,2026-05-31 22:15:09,60,436136,3578,59.6,是 / Yes,City、Ensemble Cast、Revenge,城市、群像、复仇,The Gilded Scar： Silent Judgment,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,170,ID 7645803058362029063,Contract with the Nemesis CEO,与 Nemesis CEO 的契约,2026-06-01 20:47:30,33,805411,1954,32.6,是 / Yes,Revenge、Family Feud、Contract Lovers,复仇、家庭恩怨、合约爱好者,Contract with the Nemesis CEO,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,171,ID 7643221141456360468,Checked In to Love: The Hotel Heir's Front Desk Bride,入住爱情：酒店继承人的前台新娘,2026-05-31 10:01:15,32,7872130,1988,33.1,是 / Yes,City、Contract Lovers、Love After Divorce,城市、合约爱好者、离婚后的爱情,Checked In to Love: The Hotel Heir's Front Desk Bride,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,172,ID 7647771787027764244,The Exiled Prince and the Intruder,流亡王子与入侵者,2026-06-07 13:00:13,60,776268,4298,71.6,是 / Yes,Political Intrigue、Royal Palace、Enemies to Lovers,政治阴谋、皇宫、从敌人到恋人,The Exiled Prince and the Intruder,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,173,ID 7643221516045456405,The Other Sister,另一个妹妹,2026-05-31 04:19:42,29,389046,1676,27.9,是 / Yes,Revenge、Family Feud、Contract Lovers,复仇、家庭恩怨、合约爱好者,The Other Sister,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,174,ID 7644349561997317140,The Thief and the Kingpin,小偷与头目,2026-06-01 06:16:32,31,362368,1559,26.0,是 / Yes,Contract Lovers、Crime、Family Feud,合约爱好者、犯罪、家庭恩怨,A thief and a mafia boss fall in love in a dangerous deal on a cruise.,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,175,ID 7643251250338960404,Spilled Love,溢出的爱,2026-05-31 12:02:17,31,11404777,1561,26.0,是 / Yes,City、Contract Lovers、Family & Ethics,城市、合约爱好者、家庭与道德,Poor intern falls in love with cold CEO and his cute son.,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,176,ID 7643288098696696852,30 Days to Say Goodbye,30 天说再见,2026-05-25 22:43:38,20,2191240,1570,26.2,是 / Yes,Romantic Complications、City、Love Triangle,浪漫并发症、城市、三角恋,30 Days to Say Goodbye,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,177,ID 7620479694239962142,Together Until the Last Bullet,一起直到最后一颗子弹,2026-05-29 22:42:40,44,14643457,2536,42.3,是 / Yes,End-of-the-World、Adventure、Ensemble Cast,世界末日、冒险、群像,"Together Until the Last Bullet, love and survive",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,178,ID 7645880525483381768,Lethal Wellness,致命的健康,2026-06-01 11:59:37,30,580296,1791,29.9,是 / Yes,Crime、City、Superior and Inferior,犯罪、城市、强弱逆袭,Lethal Wellness,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,179,ID 7647820644751102996,Forced to Marry the Mafia King,被迫嫁给黑手党国王,2026-06-07 15:33:57,54,124734475,4907,81.8,是 / Yes,Romantic Complications、Family Feud、Love Triangle,浪漫并发症、家庭恩怨、三角恋,Forced to Marry the Mafia King,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,180,ID 7645792650578301968,My Caveman Husband Is a Secret Chief,我的穴居人丈夫是秘密酋长,2026-05-31 17:33:09,33,840382,1925,32.1,是 / Yes,Flipped、Revenge、End-of-the-World,翻转、复仇、世界末日,My Caveman Husband Is a Secret Chief,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,181,ID 7647771755997844500,Revenge Of The Mother Of Roots,根之母的复仇,2026-06-07 13:00:11,51,354508,4934,82.2,是 / Yes,Fantasy、Adventure、Lost Child,奇幻、冒险、丢失的孩子,Revenge Of The Mother Of Roots,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,182,ID 7643298187423388679,The Beast King Wants Me As His Bride,兽王想要我做他的新娘,2026-05-31 10:19:13,19,870377,1691,28.2,是 / Yes,Fantasy、Romantic Complications、Mistaken Identities,奇幻、浪漫并发症、错误的身份,"A hot girl crashes into a cursed forest where a beast king with eight legs desperately needs her kiss to break his thousand-year spell — but every time their lips get close, the curse fights back, and the dark truth is: he chose this punishment because of a woman who looked exactly like her.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,183,ID 7647820653835326484,The Sea Witch Stole My Prince,海女巫偷走了我的王子,2026-06-07 15:24:51,30,440026,2127,35.5,是 / Yes,Fantasy、Reconciliation、Revenge,奇幻、和解、复仇,"The real mermaid princess rises from bloody foam to crash her own stolen wedding, wielding her severed tail as a gown and her tears as the last magic left in a kingdom built on lies.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,184,ID 7645833856352228372,Teach me,教我,2026-06-01 20:50:41,53,1296895,3226,53.8,是 / Yes,Love Life of Ordinary People、Revealed Crush,普通人的爱情生活、揭露暗恋,Teach me,,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
aidramalabs_pulse0,Shape of Desire,Shape of Desire,185,ID 7643798069426803719,The Seventh Husband,第七任丈夫,2026-06-01 00:33:54,28,408480,1582,26.4,是 / Yes,City、Revenge、Mistaken Identities,城市、复仇、错误的身份,"Trapped in false memories, she fights to expose the truth.",,否 / No,,https://www.tiktok.com/@aidramalabs_pulse0
