Account / 账号,Nickname / 昵称,Screenshot Name / 截图名称,Rank in Account / 账号内排序,Drama ID / 短剧ID,English Title / 英文剧名,Chinese Title / 中文剧名,Publish Time / 发布时间,Episodes / 集数,Views / 观看数,Duration Seconds / 总时长(秒),Duration Minutes / 总时长(分钟),Limited Free / 是否限免,English Themes / 英文题材,Chinese Themes / 中文题材,English Description Preview / 英文简介预览,Chinese Description / 中文简介,Description Truncated / 简介是否截断,Drama Link / 短剧链接,Source Profile URL / 来源主页
freedailyshorts,Daily Shorts,Daily Shorts,16,ID 7642934186571240456,"After Divorce, My Billionaire Boss Spoils Me-a",离婚后，我的亿万富翁老板宠坏了我,2026-05-23 22:06:10,64,12169194,4755,79.2,是 / Yes,Family Feud、Revealed Crush、Married Life,家庭恩怨、揭露暗恋、婚姻生活,"After catching her billionaire husband, William Astor, cheating on her with rich heiress Harper Reed, Olivia Brown divorces him on the spot.Heartbroken, Olivia gets drunk at a bar and mistakes a ridiculously handsome stranger for a call boy.That stranger is actually Dylan Whitmore — the richest man in Los Angeles.After a one-night stand, Olivia somehow ends up in a flash marriage with Dylan.At Destiny Jewel, where Olivia works as an intern, her ex-husband William and Harper constantly bully and humiliate her.But everything changes when the company’s mysterious new CEO arrives.It’s Dylan.Determ",,是 / Yes,,https://www.tiktok.com/@freedailyshorts
freedailyshorts,Daily Shorts,Daily Shorts,17,ID 7624406549233980437,My Fiancé's Driver Kisses Me,我未婚夫的司机吻了我,2026-04-04 10:21:43,59,39197653,5292,88.2,是 / Yes,Revenge、Family Feud,复仇、家庭恩怨,"Nobody knows Ethan, the Godfather’s right-hand bodyguard, is hiding a deadly secret: his parents were killed by the Godfather’s own family. He plots every move carefully to make Ava, the Godfather’s fiancée, fall for him. But in this dangerous, forbidden affair, Ethan unexpectedly loses his own heart to her too. When the truth comes out and his revenge is done… What will Ava do once she learns everything?",,否 / No,,https://www.tiktok.com/@freedailyshorts
freedailyshorts,Daily Shorts,Daily Shorts,18,ID 7655503958219478024,Echoes of Your Heartbeat,你心跳的回声,2026-06-26 09:06:48,52,78890383,4321,72.0,是 / Yes,Romantic Complications、Reconciliation,浪漫并发症、和解,"After her childhood sweetheart Noah dies saving her from a car crash, Ella is heartbroken. Then she meets Jaxton—a rich, arrogant playboy who received Noah’s heart. To stay close to “Noah”, Ella humbles herself as Jaxton’s servant, enduring mockery and bullying. Moved by her devotion (or the heart’s pull), Jaxton falls for her. But when Ella’s secret is revealed, Jaxton realizes he’s only a substitute. Noah’s twin brother appears, becoming Ella’s new emotional anchor. Jaxton begs her to stay—even in a false love. However, Ella, now truly in love with Jaxton, retreats in guilt. Worse, the real",,否 / No,,https://www.tiktok.com/@freedailyshorts
freedailyshorts,Daily Shorts,Daily Shorts,19,ID 7657930316681778183,The Blossom in His Syllabus,他的教学大纲中的花朵,2026-07-10 08:30:01,59,2509403,5717,95.3,是 / Yes,City、Mistaken Identities、Romantic Complications,城市、错误的身份、浪漫并发症,"Camila works as a janitor at the elite architecture school she dreams of attending, saving every penny for the tuition she can't afford while secretly sitting in on lectures whenever she can. One unexpected night changes everything. Pregnant and alone, she expects judgment from the brilliant architect she has always admired. Instead, Nova Carter offers her a home, unwavering love, and a future. As the world tells Camila she doesn't belong, Nova becomes the first person to believe in her dreams—and in her. Because sometimes the greatest love doesn't just change your life. It teaches you to beli",,是 / Yes,,https://www.tiktok.com/@freedailyshorts
freedailyshorts,Daily Shorts,Daily Shorts,20,ID 7647714321304540181,"Step On My Husband, I'm the GOAT",踩我老公，我才是山羊,2026-06-05 09:19:50,60,17428450,5076,84.6,是 / Yes,City、Love Triangle、Revenge,城市、三角恋、复仇,"In her past life, Amy loved Mike deeply—she abandoned her dream of becoming a racing champion just to support him, funding his career until he claimed the title, and finally married him. But on the eve of giving birth, consumed by happiness, Mike pushed her to her death—a cold revenge for his deceased first love, Nicole. Given a second chance, Amy is done with the man who destroyed her. She reclaims everything that was once hers and sets out to fulfill the dream she sacrificed—becoming a racing champion herself. But Mike has been reborn alongside her—still arrogant, still convinced he can secu",,是 / Yes,,https://www.tiktok.com/@freedailyshorts
freedailyshorts,Daily Shorts,Daily Shorts,21,ID 7642269712222721032,Wild Hearts Fall for Vows,狂野的心为誓言而坠落,2026-05-23 09:00:01,55,29158318,6173,102.9,是 / Yes,Family Feud、Reconciliation、Mystery,家庭恩怨、和解、神秘,"In the middle of nowhere, two strangers collided. One bullet. One lie. Then an eight-year-old secret surfaces: their fates have been tangled all along.",,否 / No,,https://www.tiktok.com/@freedailyshorts
freedailyshorts,Daily Shorts,Daily Shorts,22,ID 7653039032141632532,My Secret Affair with Ex's Brother,我和前男友的秘密恋情,2026-06-25 08:30:02,61,8911483,5460,91.0,是 / Yes,Love Triangle、Romantic Complications、Family Feud,三角恋、浪漫并发症、家庭恩怨,"After her billionaire boyfriend dumps and humiliates her, Clara sleeps with his younger brother. She thought it was revenge. She never expected him to be obsessed with her for years. Now two billionaire brothers are at war... and she's the prize.",,否 / No,,https://www.tiktok.com/@freedailyshorts
freedailyshorts,Daily Shorts,Daily Shorts,23,ID 7632147462123607061,"Mr.Santa,I Want You!",圣诞老人先生，我想要你！,2026-04-24 21:06:29,65,2709759,4824,80.4,是 / Yes,Werewolf、Forced Love,狼人、强迫的爱,An unexpected kiss before Christmas makes werewolf.,,否 / No,,https://www.tiktok.com/@freedailyshorts
freedailyshorts,Daily Shorts,Daily Shorts,24,ID 7633678284068803604,Say Yes to My Tomboy Roommate,对我的假小子室友说“是”,2026-04-29 16:29:59,63,242827940,6274,104.6,是 / Yes,Enemies to Lovers、Romantic Complications,从敌人到恋人、浪漫并发症,"Blair, the ultimate Queen Bee of her elite private school, is trapped in a ""perfect"" romance with tennis star Ethan—but suffocating behind her crown. Enter Avery, a brilliant scholarship student who refuses to bow down. What begins as a bitter roommate war, marked by a literal ""do-not-cross"" line, spirals into magnetic obsession. From a rain-soaked pool encounter to an electric kiss on the Romeo & Juliet stage, Blair discovers a passion no script could follow.",,否 / No,,https://www.tiktok.com/@freedailyshorts
freedailyshorts,Daily Shorts,Daily Shorts,25,ID 7627393105850995732,Kiss and See,亲吻并看到,2026-04-24 19:58:20,60,32737132,4484,74.7,是 / Yes,Mystery、Fantasy、Redemption,神秘、奇幻、赎回,"Rosie has a secret—one kiss is all it takes for her to see the future of any relationship. Haunted by what she knows, she chooses to shut herself off from love—no kisses, no relationships, no risks. It’s the only way to protect herself from a future she cannot change.",,否 / No,,https://www.tiktok.com/@freedailyshorts
freedailyshorts,Daily Shorts,Daily Shorts,26,ID 7648080980527305745,The Billionaire's Accidental Pregnant Bride.,亿万富翁的意外怀孕新娘。,2026-06-06 09:01:14,62,105559923,5619,93.7,是 / Yes,City、Love After Marriage、Married Life,城市、婚后的爱情、婚姻生活,"Her period showed up on her wedding day. Plot twist—the pregnancy was fake. The marriage? Also a scam. Currently accepting prayers. Her aunt literally packaged her like a gift and shipped her off to a 49-year-old divorced creep with a foot fetish and a kid. All to pay for her little sister's leukemia surgery. At rock bottom, she dug out the card from her one-night stand and made the call. The plan was simple—fake a pregnancy, snag this guy, secure the bag. Except the ""random hookup"" turned out to be the heir to a billion-dollar empire. And instead of hanging up, he said: ""Marry me. I've got yo",,是 / Yes,,https://www.tiktok.com/@freedailyshorts
freedailyshorts,Daily Shorts,Daily Shorts,27,ID 7643146310015128597,"My Silver Mafia, My Late Love",我的银色黑手党，我已故的爱人,2026-05-24 01:53:15,65,9869551,5653,94.2,是 / Yes,Medical Drama、City、Mistaken Identities,医疗剧、城市、错误的身份,"Sofia, a divorced middle-aged female doctor, saves an injured Mafia godfather, only to discover that her husband has bought a burial plot together with her old rival, planning to spend eternity with her. Sofia decides to leave this unfaithful man, but then crosses paths once again with the Mafia godfather in disguise. This time, the all-powerful godfather is determined to set a trap, luring Sofia into this sweet snare so she will follow him and be happy for the rest of her life.",,否 / No,,https://www.tiktok.com/@freedailyshorts
freedailyshorts,Daily Shorts,Daily Shorts,28,ID 7640092313821238280,Got you! Mr. Always Right,明白了！永远对的先生,2026-05-16 06:52:13,69,2886513,5547,92.5,是 / Yes,Love After Marriage、Revenge、Family Feud,婚后的爱情、复仇、家庭恩怨,"Jane's ex and high school rival get engaged, inviting her to humiliate her. Jane hires a ""ride-share driver"" named Mike as a fake husband, unaware he's wealthy and knows her. Jane enters high society, loved by Mike but facing pressure from wealthy heiress Sissy, who opposes their union, leading to a tangled web of love, family, and jealousy.",,否 / No,,https://www.tiktok.com/@freedailyshorts
freedailyshorts,Daily Shorts,Daily Shorts,29,ID 7631802830218630164,"XOXO, He Dumped the Queen Bee for ME",XOXO，他为我抛弃了蜂王,2026-05-05 00:00:00,61,52517992,4799,80.0,是 / Yes,Revenge、Love Triangle、Family Feud,复仇、三角恋、家庭恩怨,"Vera was abandoned, abused, and left for dead by her sister and foster parents. Then, the wealthiest family in town offered her a deal: destroy their dumb love-struck son's relationship with Blair, Vera's gold-digging younger sister. At school, Blair is stunned when Vera appears. Blair still looks down on her, completely unaware that the sister she once treated like trash was about to take everything from her: the heart of the richest heir and his family's limitless wealth.",,否 / No,,https://www.tiktok.com/@freedailyshorts
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,1,ID 7662372254277309456,Seven Days to Divorce,离婚七日,2026-07-14 21:19:03,46,204816,3263,54.4,是 / Yes,Family Feud、Love Triangle、Romantic Complications,家庭恩怨、三角恋、浪漫并发症,"As the most promising dancer, Stella Sutton gave up a competition and left the stage because her boyfriend was injured. By chance, she discovered she had been deceived. Her boyfriend's injury was fake; it was just a scheme for him to make Claire Shaw stand out in the dance competition. Her child also showed favor to Claire Shaw, showing no appreciation for her sacrifices. She chose to cut her losses and take back everything that belonged to her.",,否 / No,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,2,ID 7662195225242145800,"Married by Accident, Hooked for Life",意外结婚，一生痴迷,2026-07-14 09:52:15,70,318408,6448,107.5,是 / Yes,Married Life、Family Feud、Love After Marriage,婚姻生活、家庭恩怨、婚后的爱情,"Marceline Bennett, who once weighed 180 jin (90 catties), shed 80 jin (40 catties) in a year, transforming into a stunning beauty. After sitting at the wrong table during a blind date, she unexpectedly entered into a whirlwind marriage with Maximilian Wentworth—an heir from New York’s Upper East Side known for his aloof, austere demeanor. While they shared an instant, fiery chemistry in the bedroom, their interactions outside of it remained polite yet distant. Maximilian, a workaholic who initially treated the marriage with formal courtesy, found himself repeatedly breaking his own rules to fi",,是 / Yes,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,3,ID 7662478854593827856,Lost Into The Vampire Academy:Me And My Monster Senior,迷失吸血鬼学园:我和我的怪物学长,2026-07-15 04:12:40,70,222642,6363,106.0,是 / Yes,Mystery、Family Feud、Mistaken Identities,神秘、家庭恩怨、错误的身份,"Scarlett Blackwood enters Blackwood Academy, an elite private school, as an ordinary student. Ostensibly, she's there for the scholarship, but in reality, she's seeking revenge for her sister's death a year prior. She brings her sister's diary with her to school and discovers four men listed as prime suspects. By day, she plays the naive girl, navigating their relationships, while at night, she meticulously unravels the mystery using the diary and clues gathered during the day. Furthermore, her surname is the same as the school's. She must uncover the truth behind her sister's death and the co",,是 / Yes,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,4,ID 7662328963213169685,RebornQueenoftheWasteland MyMechaLovers,重生废土女王我的机甲恋人,2026-07-14 18:31:10,60,232830,6237,104.0,是 / Yes,Family & Ethics、Redemption、End-of-the-World,家庭与道德、赎回、世界末日,"On the irradiated Mojave wasteland after nuclear winter, uncontaminated water and clean serum are the only hard currencies that decide life or death. At the edge of the wasteland lies the 'Redstone Settlement,' where a timid girl, long abused by her cruel foster father and foolish younger brother, suddenly awakens—her body has been possessed by Erin, the former federal Heavy Armor Commander who died in the base rebellion. Using military killing techniques deeply ingrained in her soul, Erin immediately turns on her tyrannical relatives, taking control of the starving scavenger squad with iron-f",,是 / Yes,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,5,ID 7662527278961710100,THE RACE TO I DO,我要做的比赛,2026-07-15 07:21:09,36,168480,2653,44.2,是 / Yes,Love After Marriage、Family Feud、Romantic Complications,婚后的爱情、家庭恩怨、浪漫并发症,"The eldest daughter of the An family is framed by her stepsister and forced to take her place in a marriage to the most notorious playboy in Jiangzhou. He stands her up on their wedding day, leaving her on the verge of becoming the laughingstock of the whole city. She tracks him down to a racing venue, wins the competition, and forces him back to finish the wedding under the terms of their bet. Confused and resistant toward this unexpected wife, the male lead finds himself drawn to her against his will. Through constant bickering and daily clashes, the two gradually grow fond of and acknowledg",,是 / Yes,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,6,ID 7662341583953499156,"GetRichbyLying,CrushEverything",靠说谎致富，粉碎一切,2026-07-14 19:19:54,60,211032,5017,83.6,是 / Yes,Mistaken Identities、Revenge、Fantasy,错误的身份、复仇、奇幻,"Sophie, a girl from the bottom of society, accidentally gets a magical phone that turns lies into cash. She makes huge money by leveraging other people’s falsehoods. Needing money to regain her freedom, she sneaks into a casino and meets Mark, an undercover police officer. The two start out testing each other’s motives before standing side by side. While Sophie keeps earning money, she investigates the truth behind her father’s murder. In the end, they take down an international drug ring together, avenge her father, and gain sincere love.",,否 / No,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,7,ID 7662377726636119041,The destined bride of the deity,神明的命中注定的新娘,2026-07-14 21:40:25,64,317239,6176,102.9,是 / Yes,Flipped、Married Life、Family Feud,翻转、婚姻生活、家庭恩怨,"Intern architect Thea, hoping to secure a permanent position and buy a burial plot for her father, has a one-night stand with the drugged CEO, Electrolux. Electrolux, a god, believes only his destined bride can bear his children. Thea's unexpected pregnancy triggers a bloodline connection, confirming her as his chosen one. Thea suffers constant harassment and humiliation at the hands of villains. Electrolux, realizing his feelings for her, protects her with all his might, punishing the evildoers. Ultimately, they fall in love, have triplets, hold a grand wedding, and begin a happy life togethe",,是 / Yes,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,8,ID 7662191281921365009,VengefulMommyandHerGeniusTrio,复仇妈妈和天才三人组,2026-07-14 09:38:06,100,341865,9386,156.4,是 / Yes,Revenge、Family Feud、Reconciliation,复仇、家庭恩怨、和解,"Five years ago, the wealthy Alana suffered a tragic incident in which her father and sister were betrayed, and when she was still alive and pregnant, she was forced to run away and escape. Five years later, the pair of geniuses returned to the city and returned to the city at night. Free, the two children of the ancient ghost, Austin, who designed the book, reported that the father of the child was determined, and the collection of ``Irregulars'' collection, Colton, the real helmsman, Colton, the envoy Colton, investigated the entire city. At this time, when Alana entered my heart-felt collect",,是 / Yes,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,9,ID 7662182059850748948,"Help, I'm Trapped in Time",救命，我被困在时间里了,2026-07-14 09:01:01,30,142912,1991,33.2,是 / Yes,Mystery、Fantasy,神秘、奇幻,"Ordinary office worker Laisen accidentally witnessed a murder in an alley on Christmas Eve, becoming the only eyewitness. But because there was no trace at the scene, the police declared him mentally unstable. Soon after, his girlfriend Tori and his family were brutally killed. The killer was ruthless and seemed to know him inside out. In despair, Laisen received a mysterious old knockoff phone and discovered he had the ability to turn back time. He tried repeatedly to save his loved ones by traveling through time, but failed again and again, while noticing that his senior, Ian, was acting sus",,是 / Yes,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,10,ID 7662184002723582997,"After Tearing Up the Blood Contract, the Arrogant Alpha Lost His Mind",撕毁血契后，傲慢的阿尔法失去了理智,2026-07-14 09:08:31,76,239702,5604,93.4,是 / Yes,Forced Love、Love Triangle、Werewolf,强迫的爱、三角恋、狼人,"To save her family from the brink of bloodline extinction, Alice—a noblewoman of the vampire clan—conceals her identity and enters into a blood pact with Kane, the werewolf crown prince, becoming his ""blood slave"" in exchange for vital resources. Simultaneously, she strikes a secret deal with the ruthless vampire Prince Lucien to gather intelligence against her family's sworn enemies. Caught between these conflicting pacts and the possessiveness of two powerful men, she maneuvers to survive—until her own ancient bloodline awakens, completely overturning the situation.",,否 / No,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,11,ID 7662345036050322452,The Hidden Heiress's Revenge,隐藏的女继承人的复仇,2026-07-14 19:33:10,42,183760,4059,67.7,是 / Yes,Mother- & Daughter-in-Law、Family Feud、Family & Ethics,婆婆和儿媳妇、家庭恩怨、家庭与道德,"She is the sole heiress to 'Sutton Foods.' Thirty years ago, against her grandfather's wishes, she married Miles Dawson. Bound by his will, she lived in anonymity for thirty years, never revealing her identity or inheriting the company. She became a full-time housewife, treated like a free maid by his family. She never lost her family's culinary skills, but no one cared.",,否 / No,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,12,ID 7662329154251543573,TheAll-SeeingEye：BrooklynSuperCop,全视之眼：布鲁克林超级警察,2026-07-14 18:31:54,94,323266,5944,99.1,是 / Yes,Revenge、City、Love Triangle,复仇、城市、三角恋,"Jack Miller, a low-level mechanic, gains x-ray vision after being struck by lightning. With his new ability, he sweeps through underground casinos, helps a beautiful cop crack big gang cases, and smartly seizes billions in illicit money. Step by step, he rises, winning the hearts of both the cop and a stunning secret agent, becoming a well-known detective in Brooklyn, and finally uncovering the ultimate enemy who killed his father—the mob boss Victor Sterling. An ultimate showdown spanning both the underworld and law enforcement kicks off. With mind-reading investigations, desperate counteratt",,是 / Yes,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,13,ID 7662472226792330260,"Mr Wayne,let me love You Instead",韦恩先生，让我爱你吧,2026-07-15 03:48:01,70,259008,6635,110.6,是 / Yes,Family Feud、Romantic Complications、Reconciliation,家庭恩怨、浪漫并发症、和解,"The female protagonist was once deeply infatuated with the powerful and influential Mr. Wayne, only to be treated like trash by him, who watched helplessly as she suffered and died filled with resentment. Reborn, she returns to that tragic moment, completely heartbroken, no longer clinging to the scumbag, and focusing solely on her career to achieve a comeback. She distances herself from Mr. Wayne, concentrating on self-improvement and becoming a dazzling business tycoon, which throws the usually aloof Mr. Wayne into a panic. He abandons all his domineering CEO persona and embarks on an extrem",,是 / Yes,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,14,ID 7662207940484617237,Reborn Empress：100 Years of Vengeance,重生女帝：复仇一百年,2026-07-14 10:41:10,30,135510,2801,46.7,是 / Yes,Revenge、Cultivation,复仇、栽培,"Elora, the most outstanding maiden of the elf race, was framed as an ominous curse by her entire clan in her previous life. She was abducted and reduced to slavery by the ambitious Arthur, passing away filled with hatred after suffering endless torment. Reborn, she unlocks the forbidden Dark Moon power and refuses to be manipulated any longer. She rallies three major factions including half-elves, dwarves and orcs to form a united army, marches back to her homeland with overwhelming strength, and slays her enemy Arthur personally. She subdues the fragmented Western Continent and establishes he",,是 / Yes,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,15,ID 7662201331045717012,"Five Years a Captive, His Regret Too Late",被俘五年，后悔已晚,2026-07-14 10:15:47,73,325432,5697,95.0,是 / Yes,Revealed Crush、Romantic Complications、Family Feud,揭露暗恋、浪漫并发症、家庭恩怨,"This 60-episode American-style romance drama blends elements of tragic love, betrayal, revenge, mutual protection, and business warfare within a wealthy family. Antique restorer Olivia, misled by the tycoon Carter, marries into his wealthy family and suffers five years of illegal imprisonment and malicious abuse. Her deceased sister-in-law, Blair, driven by jealousy, repeatedly plots against her, while Carter unconditionally protects her, trampling on Olivia's deep affection. In her time of crisis, ocean shipping magnate Dominic re-enters her life. The two met at summer camp in their youth, an",,是 / Yes,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,16,ID 7662382948327281685,The Iron Bodyguard&The CEO Queen's Vendetta,钢铁保镖&总裁女王仇杀,2026-07-14 22:00:44,63,319336,5253,87.5,是 / Yes,Family & Ethics、Family Feud、Reconciliation,家庭与道德、家庭恩怨、和解,"Victoria almost lost her family trust to a plot by her husband and best friend using an 'adopted son' to seize her inheritance. In a critical moment, her silent bodyguard Carter steps up, exposing the mask of double betrayal and revealing that he is actually the father of the child she had sixteen years ago and her destined protector. Together, they strike back and reclaim the North American transportation empire.",,否 / No,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,17,ID 7662308913945302037,The fugitive wife of a gang leader,黑帮头目在逃的妻子,2026-07-14 17:13:19,60,257480,4159,69.3,是 / Yes,Family Feud、Revenge、Mistaken Identities,家庭恩怨、复仇、错误的身份,"At the wedding, Evelyn's father publicly killed her boyfriend Dominic's father, and then 'committed suicide out of fear of punishment.' Dominic believed she was an accomplice, but instead of killing her, he trained her to become a cold-blooded assassin and sent her undercover into the Belmont family. Three years later, she finally gets close to the truth, only to discover that the real culprit behind the massacre back then is someone else—and Dominic's wedding is about to become the next slaughterhouse. What should she choose?",,否 / No,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,18,ID 7662333680048149524,Desire'sPrison,欲望监狱,2026-07-14 18:49:27,60,315792,3751,62.5,是 / Yes,Mistaken Identities、Romantic Complications、City,错误的身份、浪漫并发症、城市,"To cover the ICU medical bills for her niece Lily, 27-year-old Chloe takes a job at a federal prison notorious for its brutality. Soft-natured and naively kind, she finds herself in a life-or-death situation involving sexual assault in Episode 1 after breaking protocol to open a cell door out of sympathy for a violent inmate who was feigning illness. She is saved at the critical moment by Kael—a death-row inmate held in a top-secret underwater dungeon fifty meters below ground—whose act of snapping the attacker's neck with his bare hands leaves Chloe deeply traumatized. While Kael appears to b",,是 / Yes,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,19,ID 7662329178922030100,"Fired Today, Partner Tomorrow",今天被解雇，明天成为合伙人,2026-07-14 18:31:50,70,265660,4749,79.2,是 / Yes,Business Competition、Workplace、Love Triangle,商业竞赛、职场、三角恋,"Link, a 28-year-old R&D genius and the unsung backbone of Cook Cosmetics, is fired by his fiancée—the company’s CEO, Lexi—due to his habits of staying up late and smoking; his achievements are then claimed by her lover and assistant, Arthur. Devastated after discovering their affair, Link joins forces with Victoria, the CEO of Sterling, who has long harbored a secret crush on him, setting the stage for a corporate battle of revenge.",,否 / No,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,20,ID 7662537719487108117,Son-in-Law’s Remorse Daughter Died in Cold Storage,女婿悔恨女儿冷藏身亡,2026-07-15 08:00:58,31,159699,2236,37.3,是 / Yes,Family Feud、Revenge、Lost Child,家庭恩怨、复仇、丢失的孩子,"Isabella was framed by her fiancé, Alex, and his mistress, Vivian; she was locked overnight in a cold storage unit at minus thirty degrees Celsius and ultimately died of severe hypothermia. Alex had even coerced Isabella into donating a kidney to save Vivian, who suffered from kidney disease, all while distorting the facts and refusing to admit his guilt. Isabella’s mother, Sophia, produced all the evidence and worked with the police to expose their crimes. In the end, Vivian succumbed to her illness, and Alex was sentenced to life imprisonment; Sophia scattered her daughter's ashes into the s",,是 / Yes,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,21,ID 7662196495600522258,Frozen Apocalypse：Reborn in the Ultimate Fortress,冰雪奇缘：终极要塞重生,2026-07-14 09:57:19,30,148304,2632,43.9,是 / Yes,Challenge/Quests in Game、Revenge,游戏中的挑战/任务、复仇,"Ryan was reborn into a global freezing apocalypse. Thirty days ago, he awakened the Doomsday Space System. He sold off all his assets, built a top-notch security defense system, and stockpiled massive amounts of supplies. In his previous life, he was cruelly killed by Ella, Cole, and a host of other enemies, dying a tragic death. But this time, he planned coldly and launched a desperate counterattack. Not only did he crush multiple assaults and eliminate his enemies one by one, but he also ultimately survived alone in this unprecedented freezing world, living out the rest of his life in peace.",,是 / Yes,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,22,ID 7662502480676787221,"Back from Mars,Her Ex Regrets Everything!",从火星回来，她的前夫后悔一切！,2026-07-15 05:44:30,60,233346,4455,74.2,是 / Yes,Married Life、Family Feud,婚姻生活、家庭恩怨,"Stella Vance, the first female astronaut to land on Mars in human history, is also the founder of a hundred-billion-dollar tech empire. For the nation's space dream, she hid her true identity for ten years and poured all her fortune into the Mars landing program. When she returned triumphantly from Mars with a billion-yuan villa key card awarded by the chamber of commerce and headed home full of joy, all that waited for her was betrayal and humiliation from her husband Brody and the wealthy heiress Victoria. Her husband saw her as a poor odd-job worker, teamed up with his mistress to snatch he",,是 / Yes,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,23,ID 7662488463912031249,"Public Shame,Private Revence",公开羞辱，私人复仇,2026-07-15 04:51:23,72,275570,4635,77.2,是 / Yes,City、Family & Ethics、Mother- & Daughter-in-Law,城市、家庭与道德、婆婆和儿媳妇,"Emily Carter has been married for three years. The lakeside villa she purchased in full before her marriage has been long occupied by her husband’s younger brother and his family of four under the guise of a ""temporary stay"". Reduced to a free maid for the entire in-law family, she endures endless harassment from her mother-in-law and rampant bullying from her brother-in-law’s household. After a public violent humiliation by her brother-in-law, Emily finally wakes up and refuses to settle for the miserable life any longer. She brings an end to this devastating marriage with swift and decisive",,否 / No,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,24,ID 7662208115680678933,Someone Under the Chair,椅子下有人,2026-07-14 10:42:21,76,330272,5040,84.0,是 / Yes,Mystery、City,神秘、城市,"Ethan Hale, a multi-billionaire living incognito as a stay-at-home husband, spends a fortune on a custom-made, top-of-the-line massage chair for his wife, ignoring a homeless man's eerie warning. His wife’s personality undergoes a drastic change, and a series of unsettling signs arouse Ethan's suspicions—little does he know he has already fallen into a deadly conspiracy targeting him.",,否 / No,,https://www.tiktok.com/@guyan_cuentos
guyan_cuentos,GuYan_Cuentos,GuYan_Cuentos,25,ID 7662182075747357716,Redemption Throuch Love,爱的救赎,2026-07-14 09:01:19,80,317951,6424,107.1,是 / Yes,Revenge、Family Feud、Contract Lovers,复仇、家庭恩怨、合约爱好者,"In Milan, Italy, the Mafia is dominated by the Rossi, Sotto, Costa, and Castellano families, who are locked in a perpetual power struggle. Valentino Rossi—an illegitimate son of the Rossi family with humble origins—seeks to seize control by entering into a marriage of convenience with Isabella Sotto, the daughter of the Sotto family, leveraging their influence to rise to power. Marcus Costa, the ambitious head of the Costa family, stands as the greatest obstacle to Valentino’s ambitions. Amidst this web of conflicting factions, conspiracies, and bloodshed, the arrival of Lia Cullen—a top law s",,是 / Yes,,https://www.tiktok.com/@guyan_cuentos
